N°POSTE,Nb Postes Vacants,Quotité,TYPE,SIGLE,NOM,ADRESSE,COMMUNE,SUPPORT,DISCIPLINE,CIRCONSCRIPTION,OBSERVATIONS (POSTE BLOQUE OU JUMELAGE DU POSTE)
        167,   1.00,100,E,E.P.PU,                              ,27 CONTOUR DE L EGLISE          ,WEST CAPPEL               ,0119,P0003,DUNKERQUE-BERGUES             ,           
        168,   ,100,E,E.P.PU,DES POMMES (RPI 12)           ,17 ROUTE DE WULT                ,MARESCHES                 ,0119,P0003,AVESNES-LE QUESNOY            ,           
        169,   ,100,E,E.P.PU,                              ,22 CONTOUR DE L'EGLISE          ,VOLCKERINCKHOVE           ,0119,P0003,DUNKERQUE-WORMHOUT            ,           
        170,   ,100,E,E.P.PU,                              ,430 RUE DES TILLEULS            ,ERINGHEM                  ,0119,P0003,DUNKERQUE-BERGUES             ,           
        171,   ,100,E,E.P.PU,                              ,RUE DU MARAIS                   ,BEAUDIGNIES               ,0119,P0003,AVESNES-LE QUESNOY            ,           
        172,   1.00,100,E,E.E.PU,                              ,RUE DU COMMANDANT DELATTRE      ,CLARY                     ,0119,P0003,CAMBRAI-SUD                   ,           
        173,   ,100,E,E.P.PU,HENRI WALLON                  ,88 RUE JEAN JAURES              ,ST VAAST EN CAMBRESIS     ,0119,P0003,CAMBRAI-LE CATEAU             ,           
        174,   ,100,E,E.P.PU,GEORGES PAMART                ,80 RUE JEAN MONNET              ,QUERENAING                ,0119,P0003,VALENCIENNES-SAINT SAULVE     ,           
        175,   ,100,E,E.P.PU,                              ,36 RUE D HOUDRINGUE             ,AUBERS                    ,0119,P0003,LILLE2-ANNOEULLIN             ,           
        176,   ,100,E,E.P.PU,CAMILLE DESMOULINS            ,126 RUE DE SAINT AMAND          ,MOUCHIN                   ,0119,P0003,DOUAI-RIEULAY                 ,           
        177,   ,100,E,E.P.PU,                              ,LA PLACE                        ,LEDERZEELE                ,0119,P0003,DUNKERQUE-WORMHOUT            ,           
        178,   ,100,E,E.P.PU,                              ,GRAND PLACE                     ,BRIASTRE                  ,0119,P0003,CAMBRAI-LE CATEAU             ,           
        179,   ,100,E,E.P.PU,                              ,4 RUE D ORS                     ,LE FAVRIL                 ,0119,P0003,AVESNES AULNOYE               ,           
        180,   ,100,E,E.P.PU,CHARLES DEULIN                ,15 RUE DE LA MAIRIE             ,ERCHIN                    ,0119,P0003,DOUAI-CANTIN                  ,           
        181,   ,100,E,E.P.PU,CENTRE                        ,5 RUE WILLOT                    ,TAISNIERES SUR HON        ,0119,P0003,AVESNES-LE QUESNOY            ,           
        182,   ,100,E,E.P.PU,                              ,12 GRAND'RUE                    ,BAZUEL                    ,0119,P0003,CAMBRAI-LE CATEAU             ,           
        183,   ,100,E,E.P.PU,                              ,13 RUE DE GUISE                 ,LA GROISE                 ,0119,P0003,AVESNES AULNOYE               ,           
        184,   ,100,E,E.P.PU,LOUIS MARCY                   ,6 RUE ROGER SALENGRO            ,CARNIN                    ,0119,P0003,LILLE2-ANNOEULLIN             ,           
        185,   ,100,E,E.P.PU,(RPI 7)                       ,CONTOUR DE L'EGLISE             ,NOORDPEENE                ,0119,P0003,DUNKERQUE-WORMHOUT            ,           
        186,   ,100,E,E.P.PU,JEAN-CLAUDE MAHY              ,12 RUE DE FOURMIES              ,FERON                     ,0119,P0004,AVESNES-FOURMIES              ,           
        187,   ,100,E,E.P.PU,YVES DUTEIL                   ,42 PLACE DE L EGLISE            ,ESQUERCHIN                ,0119,P0004,DOUAI-CUINCY                  ,           
        188,   1.00,100,E,E.P.PU,MAURICE LENNE                 ,711 RUE GABRIEL PERI            ,ANHIERS                   ,0119,P0004,DOUAI-CUINCY                  ,           
        189,   ,100,E,E.P.PU,JEAN DE LA FONTAINE           ,6 RUE JEAN SIMON DUMONT         ,AUBIGNY AU BAC            ,0119,P0004,DOUAI-CANTIN                  ,           
        190,   ,100,E,E.E.PU,LAMARTINE                     ,73 RUE CARNOT                   ,BERGUES                   ,0119,P0004,DUNKERQUE-BERGUES             ,           
        191,   ,100,E,E.P.PU,                              ,PLACE DES TROIS MAIRES          ,BOIS GRENIER              ,0119,P0004,LILLE2-ARMENTIERES            ,           
        192,   ,100,E,E.P.PU,LES FRESNELLES                ,2 RUE DU MARECHAL FOCH          ,BRILLON                   ,0119,P0004,VALENCIENNES-SAINT AMAND      ,           
        193,   ,100,E,E.P.PU,JEAN DE LA FONTAINE           ,1 RUE DU CIMETIERE              ,CHATEAU L ABBAYE          ,0119,P0004,VALENCIENNES-CONDE            ,           
        194,   ,100,E,E.P.PU,GROUPE SCOLAIRE VALMUSE       ,8 RUE D'EN BAS                  ,BRUNEMONT                 ,0119,P0004,DOUAI-CANTIN                  ,           
        195,   ,100,E,E.P.PU,CLAUDE BERNARD                ,RUE FRANCK BOURREAU             ,BUSIGNY                   ,0119,P0004,CAMBRAI-LE CATEAU             ,           
        196,   ,100,E,E.P.PU,JACQUES BREL                  ,11 RUE DU COMTE D'ARTOIS        ,CAMBRAI                   ,0119,P0004,CAMBRAI-CENTRE                ,           
        197,   ,100,E,E.E.PU,                              ,294 RUE DE L'AVEN               ,CRAYWICK                  ,0119,P0004,DUNKERQUE-GRAVELINES          ,           
        198,   ,100,E,E.P.PU,                              ,11 RUE DU CALVAIRE              ,DOMPIERRE SUR HELPE       ,0119,P0004,AVESNES-FOURMIES              ,           
        199,   ,100,E,E.P.PU,MARGUERITE YOURCENAR          ,4 GRAND PLACE                   ,LE DOULIEU                ,0119,P0004,DUNKERQUE-BAILLEUL            ,           
        200,   ,100,E,E.P.PU,                              ,26 RUE PAUL PROCUREUR           ,ENGLOS                    ,0119,P0004,LILLE2-LOOS                   ,           
        201,   ,100,E,E.P.PU,                              ,32 RUE DU BOURG                 ,ENNETIERES EN WEPPES      ,0119,P0004,LILLE2-LOOS                   ,           
        202,   ,100,E,E.P.PU,DESUDDE                       ,GRAND PLACE                     ,PITGAM                    ,0119,P0004,DUNKERQUE-BERGUES             ,           
        203,   ,100,E,E.E.PU,JOLIOT-CURIE                  ,10 RUE DE BOUCHAIN              ,ESCAUDOEUVRES             ,0119,P0004,CAMBRAI-CENTRE                ,           
        204,   1.00,100,E,E.P.PU,DONAT-GODIN                   ,31 RUE JEAN JAURES              ,ESTREUX                   ,0119,P0004,VALENCIENNES-SAINT SAULVE     ,           
        205,   ,100,E,E.P.PU,                              ,56 GRAND RUE                    ,ESTRUN                    ,0119,P0004,CAMBRAI-LE CATEAU             ,           
        206,   ,100,E,E.P.PU,JEAN DE LA FONTAINE           ,12 IMPASSE ALBERT LANVIN        ,FRESSAIN                  ,0119,P0004,DOUAI-CANTIN                  ,           
        207,   ,100,E,E.E.PU,JACQUES PREVERT               ,RUE VICTOR HUGO                 ,GRANDE SYNTHE             ,0119,P0004,DUNKERQUE-GRAVELINES          ,           
        208,   ,100,E,E.P.PU,GPE SCOL MICHELET/ISLANDAIS   ,RUE ARISTIDE BRIANT             ,GRAVELINES                ,0119,P0004,DUNKERQUE-GRAVELINES          ,           
        209,   ,100,E,E.P.PU,DES GEANTS                    ,20 RUE DE LA MAIRIE             ,HONDEGHEM                 ,0119,P0004,DUNKERQUE-HAZEBROUCK          ,           
        210,   ,100,E,E.P.PU,AIME DEWITTE (RPI 23)         ,31 RUE DES MARTYRS              ,HOUDAIN LEZ BAVAY         ,0119,P0004,AVESNES-LE QUESNOY            ,           
        211,   ,100,E,E.P.PU,                              ,21 ROUTE DE WORMHOUT            ,LEDRINGHEM                ,0119,P0004,DUNKERQUE-WORMHOUT            ,           
        212,   ,100,E,E.E.PU,JOLIOT-CURIE NIVEAU 1         ,50 RUE PAUL VAILLANT COUTURIER  ,LEZENNES                  ,0119,P0004,LILLE3-VILLENEUVE D'ASCQ SUD  ,           
        213,   1.00,100,E,E.E.PU,MADAME ROLAND                 ,95 RUE SAINT GABRIEL            ,LILLE                     ,0119,P0004,LILLE 1 - HELLEMMES           ,           
        214,   ,100,E,E.P.PU,MARCEL VALCKE                 ,ROUTE DE CASSEL                 ,LOOBERGHE                 ,0119,P0004,DUNKERQUE-WORMHOUT            ,           
        215,   ,100,E,E.P.PU,HENRI MILLEZ                  ,34 RUE HENRI MILLEZ             ,LOUVIL                    ,0119,P0004,LILLE3-RONCHIN                ,           
        216,   ,100,E,E.P.PU,LE GRAND MEAULNES             ,80 ROUTE NATIONALE              ,MARCHIENNES               ,0119,P0004,DOUAI-RIEULAY                 ,           
        217,   ,100,E,E.P.PU,JULES FERRY                   ,RUE JULES FERRY                 ,MASTAING                  ,0119,P0004,VALENCIENNES-ESCAUDAIN        ,           
        218,   ,100,E,E.P.PU,JEAN-MICHEL DUJARDIN          ,136 RUE DE STRAZEELE            ,MERRIS                    ,0119,P0004,DUNKERQUE-BAILLEUL            ,           
        219,   ,100,E,E.P.PU,                              ,39 BIS RUE DU GAL DE GAULLE     ,LA NEUVILLE               ,0119,P0004,LILLE3-SECLIN                 ,           
        220,   ,100,E,E.P.PU,LA CLE DES CHAMPS             ,59 RUE DE LA TURQUERIE          ,NOYELLES SUR SELLE        ,0119,P0004,VALENCIENNES-ESCAUDAIN        ,           
        221,   ,100,E,E.P.PU,LES PETITS SABOTS             ,200 RUE WIARDE                  ,OBIES                     ,0119,P0004,AVESNES-LE QUESNOY            ,           
        222,   ,100,E,E.P.PU,                              ,RUE D'OUIE                      ,ORS                       ,0119,P0004,CAMBRAI-LE CATEAU             ,           
        223,   ,100,E,E.P.PU,CLAUDINE HUART                ,9 SENTIER DES ECOLES            ,ROMBIES ET MARCHIPONT     ,0119,P0004,VALENCIENNES BRUAY            ,           
        224,   1.00,100,E,E.P.PU,LOUISE MICHEL                 ,2 RUE CHOPIN                    ,ROUVIGNIES                ,0119,P0004,VALENCIENNES DENAIN           ,           
        225,   ,100,E,E.P.PU,                              ,37 RUE D'HONDEGHEM              ,STE MARIE CAPPEL          ,0119,P0004,DUNKERQUE-WORMHOUT            ,           
        226,   ,100,E,E.P.PU,                              ,2 RUE DU PLAT D ARGENT          ,SARS ET ROSIERES          ,0119,P0004,VALENCIENNES-SAINT AMAND      ,           
        227,   ,100,E,E.P.PU,                              ,CHEMIN DES ECOLES               ,SOCX                      ,0119,P0004,DUNKERQUE-BERGUES             ,           
        228,   1.00,100,E,E.P.PU,LES PRES VERTS                ,1 RUE JEAN-BAPTISTE LEBAS       ,THUN ST AMAND             ,0119,P0004,VALENCIENNES-CONDE            ,           
        229,   ,100,E,E.P.PU,                              ,2 RUE DU GENERAL DE GAULLE      ,TOURMIGNIES               ,0119,P0004,LILLE3-SECLIN                 ,           
        230,   ,100,E,E.E.PU,                              ,18 RUE DU CHAPITRE              ,VIESLY                    ,0119,P0004,CAMBRAI-LE CATEAU             ,           
        231,   ,100,E,E.P.PU,                              ,1 RUE DU CENTRE                 ,VIEUX RENG                ,0119,P0004,AVESNES-JEUMONT               ,           
        232,   ,100,E,E.P.PU,CENTRE                        ,CHEMIN DES VACHES               ,WARGNIES LE PETIT         ,0119,P0004,AVESNES-LE QUESNOY            ,           
        233,   ,100,E,E.E.PU,JEAN MACE                     ,10 RUE JULES FERRY              ,WATTIGNIES                ,0119,P0004,LILLE3-WATTIGNIES             ,           
        234,   ,100,E,E.E.PU,JULIEN BEAUVILLAIN            ,29 RUE VICTOR HUGO              ,ABSCON                    ,0119,P0004,VALENCIENNES-ESCAUDAIN        ,           
        235,   ,100,E,E.P.PU,LA RHONELLE                   ,17 RUE DES ECOLES               ,ARTRES                    ,0119,P0004,VALENCIENNES-SAINT SAULVE     ,           
        236,   ,100,E,E.E.PU,DU BOURG                      ,PLACE DU GENERAL DE GAULLE      ,LA CHAPELLE D ARMENTIERES ,0119,P0004,LILLE2-ARMENTIERES            ,           
        237,   ,100,E,E.P.PU,                              ,ROUTE DE MERCKEGHEM             ,MILLAM                    ,0119,P0004,DUNKERQUE-WORMHOUT            ,           
        238,   1.00,100,E,E.E.PU,DU CENTRE                     ,PLACE DE NICE                   ,RECQUIGNIES               ,0119,P0004,AVESNES-JEUMONT               ,           
        239,   ,100,E,E.P.PU,                              ,LA PLACE                        ,HOLQUE                    ,0119,P0004,DUNKERQUE-WORMHOUT            ,           
        240,   ,100,E,E.P.PU,LA FONTAINE                   ,2  RUE DU MARAIS                ,PERONNE EN MELANTOIS      ,0119,P0004,LILLE3-RONCHIN                ,           
        241,   ,100,E,E.E.PU,AU BORD DE L'EAU              ,RUE ACHILLE DUFRESNE            ,NIVELLE                   ,0119,P0004,VALENCIENNES-SAINT AMAND      ,           
        242,   ,100,E,E.P.PU,(RPI 10)                      ,1 BIS RUE DE LA PLACE           ,BELLIGNIES                ,0119,P0004,AVESNES-LE QUESNOY            ,           
        243,   ,100,E,E.P.PU,MARCEL PAGNOL                 ,RUE DES CHASSE-MAR╔E            ,BUGNICOURT                ,0119,P0004,DOUAI-CANTIN                  ,           
        244,   ,100,E,E.P.PU,PAUL VERLAINE                 ,14 RUE DU MONUMENT              ,LECLUSE                   ,0119,P0004,DOUAI-CANTIN                  ,           
        245,   ,100,E,E.P.PU,                              ,18 RUE DU VILLERS               ,TROISVILLES               ,0119,P0004,CAMBRAI-LE CATEAU             ,           
        246,   ,100,E,E.P.PU,                              ,1 ROUTE DE SOCX                 ,QUAEDYPRE                 ,0119,P0004,DUNKERQUE-BERGUES             ,           
        247,   ,100,E,E.P.PU,MAXENCE VAN DER MEERSCH       ,PLACE HENRI VANDAELE            ,WARHEM                    ,0119,P0004,DUNKERQUE-BERGUES             ,           
        248,   ,100,E,E.P.PU,DU PRINTEMPS                  ,14 RUE VICTOR HUGO              ,BETHENCOURT               ,0119,P0004,CAMBRAI-SUD                   ,           
        249,   ,100,E,E.P.PU,DU CLOS D'HESPEL              ,RUE DU 4 SEPTEMBRE              ,FOURNES EN WEPPES         ,0119,P0004,LILLE2-LOOS                   ,           
        250,   ,100,E,E.P.PU,DU FLEURI D'ALCY              ,89 RUE DU ROSSIGNOL             ,AUCHY LEZ ORCHIES         ,0119,P0004,DOUAI-RIEULAY                 ,           
        251,   ,100,E,E.P.PU,ALBERT GORIS                  ,1 RUE CARNOT                    ,CATILLON SUR SAMBRE       ,0119,P0004,CAMBRAI-LE CATEAU             ,           
        252,   ,100,E,E.E.PU,JOLIOT-CURIE                  ,9 RUE DU GENERAL DE GAULLE      ,ST HILAIRE LEZ CAMBRAI    ,0119,P0004,CAMBRAI-LE CATEAU             ,           
        253,   ,100,E,E.E.PU,ALBERT CAMUS                  ,30 RUE LOUIS CHANTREAU          ,FECHAIN                   ,0119,P0004,DOUAI-CANTIN                  ,           
        254,   ,100,E,E.P.PU,                              ,495 RUE HAUTE                   ,LES RUES DES VIGNES       ,0119,P0004,CAMBRAI-SUD                   ,           
        255,   ,100,E,E.P.PU,                              ,1 PLACE DE LA MAIRIE            ,LOUVIGNIES QUESNOY        ,0119,P0004,AVESNES-LE QUESNOY            ,           
        256,   ,100,E,E.E.PU,JACQUES BREL                  ,14 RUE CHARLES DESQUILBET       ,GLAGEON                   ,0119,P0004,AVESNES-FOURMIES              ,           
        257,   1.00,100,E,E.P.PU,MARCEL DHOT                   ,100 RUE DU MORTIER              ,MAULDE                    ,0119,P0004,VALENCIENNES-CONDE            ,           
